System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
16:11:23,5.94316,Dog,50,50,0,0,0,0,0,0,0,0,0,0,0,0,26,24,26,24,0,0,0,0
16:11:30,18.97206,Dog,50,50,50,0,0,0,0,0,50,0,0,0,0,0,26,24,26,24,0,0,0,0
16:11:37,32.8466,Dog,50,49,49,0,0,0,0,0,50,0,0,0,0,0,25,24,26,24,0,0,0,1
16:12:03,84.5734,Dog,50,48,48,0,0,0,0,0,50,0,0,0,0,0,24,24,26,24,0,0,0,2
16:12:28,135.9685,Dog,50,48,0,48,0,0,0,0,50,48,0,0,0,0,24,24,26,24,0,0,0,2
16:12:37,152.5322,Dog,50,47,0,47,0,0,0,0,50,48,0,0,0,0,23,24,26,24,0,0,0,3
16:13:46,291.9648,Dog,50,47,0,0,47,0,0,0,50,48,47,0,0,0,23,24,26,24,0,0,0,3
16:14:58,434.9499,Dog,50,47,0,0,0,47,0,0,50,48,47,47,0,0,23,24,26,24,0,0,0,3
16:15:50,540.1116,Dog,50,46,0,0,0,46,0,0,50,48,47,47,0,0,23,23,26,24,0,0,0,4
16:16:00,559.3555,Dog,52,48,0,0,0,46,0,0,50,48,47,47,0,0,25,23,28,24,0,0,0,4
16:16:00,559.6154,Dog,54,50,0,0,0,46,0,0,50,48,47,47,0,0,27,23,30,24,0,0,0,4
16:16:01,561.3516,Dog,58,54,0,0,0,46,0,0,50,48,47,47,0,0,29,25,32,26,0,0,0,4
16:16:03,564.4109,Dog,60,56,0,0,0,46,0,0,50,48,47,47,0,0,30,26,33,27,0,0,0,4
16:16:06,572.256,Dog,60,56,2,0,0,46,0,0,52,48,47,47,0,0,30,26,33,27,0,0,0,4
16:16:07,572.6592,Dog,62,58,4,0,0,46,0,0,54,48,47,47,0,0,30,28,33,29,0,0,0,4
16:16:07,574.2567,Dog,62,58,8,0,0,46,0,0,58,48,47,47,0,0,30,28,33,29,0,0,0,4
16:16:08,575.2903,Dog,64,60,8,0,0,46,0,0,58,48,47,47,0,0,31,29,34,30,0,0,0,4
16:16:09,577.4291,Dog,64,60,10,0,0,46,0,0,60,48,47,47,0,0,31,29,34,30,0,0,0,4
16:16:09,578.1134,Dog,66,62,10,0,0,46,0,0,60,48,47,47,0,0,32,30,35,31,0,0,0,4
16:16:13,585.6718,Dog,66,62,12,0,0,46,0,0,62,48,47,47,0,0,32,30,35,31,0,0,0,4
